,time,package_id,core_0,core_1,ram,fan
68,22:33:08,55.0,52.0,53.0,62.71629649101138,0
69,22:33:13,56.0,53.0,55.0,63.67950273052711,0
70,22:33:18,56.0,53.0,55.0,63.09180335137498,0
71,22:33:23,71.0,55.0,71.0,66.25421086024537,0
72,22:33:28,61.0,61.0,59.0,66.35946257230117,0
73,22:33:33,57.0,53.0,55.0,60.106750783581575,0
74,22:33:38,57.0,54.0,54.0,61.91957164558993,0
75,22:33:43,56.0,53.0,54.0,61.07481317029347,0
76,22:33:48,57.0,54.0,55.0,62.55203203368055,0
77,22:33:54,56.0,52.0,55.0,60.81089212702414,0
78,22:33:59,57.0,53.0,54.0,60.60915088154907,0
79,22:34:04,56.0,52.0,53.0,61.009360751562674,0
80,22:34:09,57.0,52.0,53.0,61.29333979412047,0
81,22:34:14,56.0,52.0,53.0,60.8239826107703,0
82,22:34:19,56.0,50.0,54.0,60.99605913098191,0
83,22:34:24,56.0,52.0,55.0,61.42139428431475,0
84,22:34:29,55.0,52.0,53.0,61.11408462153194,0
85,22:34:34,56.0,53.0,55.0,61.48188498743208,0
86,22:34:39,56.0,52.0,55.0,61.69618887456677,0
87,22:34:44,56.0,52.0,53.0,61.27022031073008,0
88,22:34:49,56.0,53.0,53.0,61.76100788279372,0
89,22:34:54,55.0,52.0,54.0,61.53118543831479,0
90,22:34:59,56.0,52.0,53.0,61.9341400871784,0
91,22:35:04,55.0,52.0,53.0,61.6733860964283,0
92,22:35:09,56.0,53.0,54.0,61.56370051084557,0
93,22:35:14,55.0,51.0,53.0,61.50046502887824,0
94,22:35:19,58.0,53.0,55.0,61.94628045516879,0
95,22:35:24,56.0,52.0,55.0,61.39236296955512,0
96,22:35:29,55.0,52.0,54.0,60.78270535960298,0
97,22:35:34,56.0,52.0,53.0,61.05855563402808,0
98,22:35:39,56.0,53.0,54.0,60.71123554108564,0
99,22:35:44,56.0,52.0,54.0,62.25105647593621,0
100,22:35:49,56.0,53.0,53.0,61.32004860369933,0
101,22:35:54,55.0,52.0,53.0,61.16644655651658,0
102,22:35:59,54.0,52.0,54.0,63.2696861345385,0
103,22:36:04,54.0,51.0,54.0,62.40740330196896,0
104,22:36:09,54.0,52.0,54.0,62.54052507619401,0
105,22:36:14,55.0,53.0,53.0,62.15688944769771,0
106,22:36:19,54.0,52.0,54.0,61.921894150770704,0
107,22:36:24,55.0,52.0,55.0,62.31049149488046,0
108,22:36:29,66.0,64.0,66.0,61.4125265372609,0
109,22:36:34,55.0,53.0,55.0,59.40208159805248,0
110,22:36:39,55.0,52.0,53.0,60.38988527880091,0
111,22:36:44,56.0,52.0,53.0,60.32126580755089,0
112,22:36:49,76.0,76.0,62.0,65.25542806409692,0
113,22:36:54,57.0,53.0,56.0,65.62692332460283,0
114,22:36:59,57.0,54.0,55.0,65.8300369595029,0
115,22:37:04,56.0,54.0,55.0,65.56147090587203,0
116,22:37:09,58.0,56.0,57.0,66.1291122857357,0
117,22:37:14,57.0,54.0,55.0,64.87305925660831,0
118,22:37:19,68.0,57.0,68.0,65.75518895163171,0
119,22:37:24,79.0,78.0,77.0,67.69849237743243,0
120,22:37:29,61.0,57.0,58.0,66.63288477312818,0
121,22:37:34,61.0,59.0,60.0,65.97424341754527,0
122,22:37:39,61.0,57.0,59.0,65.67907412275284,0
123,22:37:44,61.0,57.0,58.0,65.32140832491424,0
124,22:37:49,60.0,56.0,59.0,64.1969991121696,0
125,22:37:54,60.0,57.0,58.0,64.00634255051185,0
126,22:37:59,59.0,57.0,59.0,63.92706066911374,0
127,22:38:04,60.0,57.0,59.0,63.92410475342913,0
128,22:38:09,61.0,56.0,59.0,63.94310706854452,0
129,22:38:14,60.0,56.0,57.0,63.92072656407528,0
130,22:38:19,60.0,57.0,58.0,63.92832749012143,0
131,22:38:24,61.0,56.0,58.0,64.53576816331011,0
132,22:38:29,60.0,57.0,59.0,63.95144697351183,0
133,22:38:34,60.0,56.0,57.0,63.92706066911374,0
134,22:38:39,60.0,57.0,59.0,63.9291720374599,0
135,22:38:44,60.0,56.0,57.0,63.95292493135414,0
136,22:38:49,59.0,56.0,59.0,64.13302465128112,0
137,22:38:54,60.0,56.0,59.0,64.01394347655801,0
138,22:38:59,60.0,56.0,59.0,63.98628455122338,0
139,22:39:04,59.0,56.0,58.0,63.99821378237915,0
140,22:39:09,61.0,59.0,60.0,64.85416250991022,0
141,22:39:14,61.0,58.0,59.0,64.68198042128132,0
142,22:39:19,62.0,59.0,60.0,64.59351408757745,0
143,22:39:24,62.0,60.0,61.0,64.67110687429863,0
144,22:39:29,60.0,58.0,60.0,64.64661500148324,0
145,22:39:34,61.0,57.0,59.0,64.11138312573304,0
146,22:39:39,61.0,58.0,59.0,64.10346549443497,0
147,22:39:44,61.0,57.0,59.0,64.08330192672918,0
148,22:39:49,61.0,56.0,59.0,64.09396433687726,0
149,22:39:54,63.0,58.0,60.0,64.56764982533706,0
150,22:39:59,61.0,57.0,61.0,64.85289568890255,0
151,22:40:04,62.0,58.0,60.0,64.29633899285619,0
152,22:40:09,61.0,57.0,58.0,64.26023459413693,0
153,22:40:14,61.0,59.0,59.0,64.3006672979658,0
154,22:40:19,66.0,66.0,62.0,64.69338181035056,0
155,22:40:24,75.0,68.0,75.0,65.14563691009688,0
156,22:40:29,68.0,66.0,68.0,64.98791769463912,0
157,22:40:34,62.0,59.0,61.0,65.09095246993147,0
158,22:40:39,64.0,59.0,62.0,64.5491753523082,0
159,22:40:44,62.0,59.0,60.0,64.32410348660812,0
160,22:40:49,64.0,60.0,61.0,64.86746413049102,0
161,22:40:54,62.0,61.0,61.0,64.34722296999851,0
162,22:40:59,62.0,58.0,61.0,64.14759309286958,0
163,22:41:04,64.0,64.0,66.0,64.79103259636021,0
164,22:41:09,71.0,62.0,71.0,64.64999319083708,0
165,22:41:14,64.0,59.0,62.0,64.74785511368135,0
166,22:41:19,63.0,58.0,61.0,64.28747124580234,0
167,22:41:24,63.0,60.0,60.0,64.2664631307581,0
168,22:41:29,62.0,60.0,61.0,64.24999445765809,0
169,22:41:34,62.0,60.0,61.0,64.26414062557733,0
170,22:41:39,62.0,60.0,60.0,64.26350721507347,0
171,22:41:44,63.0,59.0,60.0,64.28250953018888,0
172,22:41:49,64.0,60.0,61.0,63.848306629802174,0
173,22:41:54,62.0,59.0,62.0,63.8677312185868,0
174,22:41:59,62.0,58.0,62.0,63.91534257479258,0
175,22:42:04,62.0,59.0,61.0,63.9427903632926,0
176,22:42:09,62.0,59.0,61.0,63.911964385438736,0
177,22:42:14,61.0,59.0,60.0,63.91840405889451,0
178,22:42:19,61.0,58.0,61.0,63.91175324860412,0
179,22:42:24,62.0,59.0,61.0,63.91534257479258,0
180,22:42:29,63.0,60.0,61.0,64.58432963527167,0
181,22:42:34,62.0,59.0,61.0,64.51549902718703,0
182,22:42:39,62.0,60.0,60.0,64.0344237495157,0
183,22:42:44,63.0,59.0,61.0,64.07031701140033,0
184,22:42:49,62.0,59.0,59.0,63.26050168223273,0
185,22:42:54,62.0,59.0,61.0,63.26894715561735,0
186,22:42:59,64.0,59.0,63.0,63.26979170295581,0
187,22:43:04,63.0,61.0,63.0,63.97403861481568,0
188,22:43:09,63.0,61.0,61.0,63.65870575231749,0
189,22:43:14,62.0,58.0,61.0,63.56527770300015,0
190,22:43:19,63.0,57.0,59.0,63.35034040536161,0
191,22:43:24,61.0,57.0,60.0,63.33862231104045,0
192,22:43:29,62.0,57.0,60.0,63.39267334070201,0
193,22:43:34,61.0,56.0,58.0,63.29512812310966,0
194,22:43:39,60.0,57.0,58.0,63.27844831317504,0
195,22:43:44,59.0,56.0,58.0,63.28003183943466,0
196,22:43:49,60.0,55.0,58.0,63.27855388159235,0
197,22:43:54,59.0,56.0,57.0,63.24413857755003,0
198,22:43:59,61.0,59.0,60.0,63.79277764229831,0
199,22:44:05,60.0,55.0,59.0,63.45823132785011,0
200,22:44:10,59.0,55.0,57.0,63.33767219528468,0
201,22:44:15,60.0,55.0,57.0,63.4021744982597,0
202,22:44:20,59.0,55.0,58.0,63.25121166150965,0
203,22:44:25,58.0,55.0,57.0,63.25258405093465,0
204,22:44:30,58.0,55.0,57.0,63.255012124532726,0
205,22:44:35,58.0,55.0,56.0,63.23759333567696,0
206,22:44:40,58.0,55.0,56.0,63.238015609346185,0
207,22:44:45,59.0,56.0,58.0,63.86519757657141,0
208,22:44:50,61.0,60.0,60.0,63.988501487986845,0
209,22:44:55,67.0,65.0,67.0,63.87490987096373,0
210,22:45:00,59.0,55.0,57.0,63.500669831607816,0
211,22:45:05,58.0,55.0,57.0,63.40956428747125,0
212,22:45:10,59.0,61.0,59.0,63.66240064692326,0
213,22:45:15,59.0,57.0,59.0,63.88082170233296,0
214,22:45:20,60.0,56.0,59.0,63.39035083552124,0
215,22:45:25,60.0,56.0,59.0,63.4075584875424,0
216,22:45:30,60.0,57.0,59.0,63.39964085624432,0
217,22:45:35,60.0,57.0,60.0,63.731970233929054,0
218,22:45:40,60.0,57.0,59.0,63.73957115997521,0
219,22:45:45,59.0,56.0,58.0,64.14315921934266,0
220,22:45:50,60.0,57.0,59.0,64.38501646339468,0
221,22:45:55,61.0,57.0,59.0,63.97519986740607,0
222,22:46:00,59.0,57.0,59.0,63.96031472056568,0
223,22:46:05,65.0,65.0,61.0,64.53344565812935,0
224,22:46:10,60.0,58.0,60.0,64.70013818905826,0
225,22:46:15,60.0,58.0,59.0,64.26973575169464,0
226,22:46:20,62.0,59.0,62.0,64.81225184823907,0
227,22:46:25,62.0,61.0,60.0,64.84909522587947,0
228,22:46:30,62.0,60.0,60.0,64.8508898889737,0
229,22:46:35,61.0,59.0,61.0,64.33729953877159,0
230,22:46:40,61.0,58.0,60.0,64.3020396873908,0
231,22:46:45,62.0,59.0,59.0,64.3074236766735,0
232,22:46:50,62.0,61.0,62.0,65.02011606191799,0
233,22:46:55,61.0,59.0,61.0,64.93038290720642,0
234,22:47:00,61.0,57.0,60.0,64.41003617829662,0
235,22:47:05,62.0,59.0,61.0,64.41879835693315,0
236,22:47:10,62.0,59.0,60.0,64.40116843124275,0
237,22:47:15,62.0,58.0,60.0,64.38332736871776,0
238,22:47:20,62.0,58.0,60.0,64.63056860205246,0
239,22:47:25,63.0,59.0,60.0,64.46377050270624,0
240,22:47:30,62.0,58.0,59.0,64.44856865061394,0
241,22:47:35,62.0,58.0,59.0,64.6051266134813,0
242,22:47:40,62.0,58.0,62.0,64.63035746521786,0
243,22:47:45,62.0,59.0,61.0,64.70235512582173,0
244,22:47:50,62.0,59.0,60.0,64.65548274853708,0
245,22:47:55,61.0,59.0,60.0,64.66783425336209,0
246,22:48:00,61.0,58.0,59.0,64.79704999614675,0
247,22:48:05,61.0,58.0,61.0,64.80454535377561,0
248,22:48:10,61.0,59.0,60.0,64.89565089791218,0
249,22:48:15,61.0,59.0,61.0,64.89438407690449,0
250,22:48:20,62.0,60.0,61.0,65.00945365176992,0
251,22:48:25,62.0,57.0,60.0,64.96933765319298,0
252,22:48:30,61.0,58.0,59.0,64.95117988541604,0
253,22:48:35,61.0,57.0,61.0,64.9642703691622,0
254,22:48:40,61.0,59.0,60.0,64.98707314730066,0
255,22:48:45,61.0,58.0,61.0,65.01927151457953,0
256,22:48:50,73.0,73.0,71.0,66.80675595643402,0
257,22:48:55,78.0,78.0,72.0,69.18352330370028,2877
258,22:49:00,68.0,68.0,65.0,69.80584912372936,2515
259,22:49:05,60.0,55.0,58.0,70.35617728315455,2515
260,22:49:10,59.0,54.0,56.0,69.42432486357922,2521
261,22:49:15,57.0,54.0,55.0,68.5843169670616,2525
262,22:49:20,55.0,52.0,53.0,69.13886786317912,2519
263,22:49:25,55.0,52.0,53.0,68.62348284988276,2519
264,22:49:30,67.0,67.0,65.0,68.839686968529,2524
265,22:49:35,55.0,52.0,53.0,69.73722965247933,2525
266,22:49:40,56.0,52.0,55.0,69.47109167244653,2525
267,22:49:45,54.0,51.0,53.0,69.41334574817921,2525
268,22:49:50,53.0,51.0,53.0,69.28381330014263,2529
269,22:49:55,52.0,48.0,51.0,68.67542251119818,2529
270,22:50:00,67.0,61.0,67.0,69.66100925518315,2525
271,22:50:05,52.0,47.0,51.0,68.5759770620943,2525
272,22:50:10,56.0,54.0,56.0,72.06934155922441,2524
273,22:50:15,52.0,48.0,51.0,70.82944049794511,2525
274,22:50:20,52.0,48.0,51.0,70.56076887589694,2529
275,22:50:25,51.0,48.0,49.0,70.32165641069493,2525
276,22:50:30,52.0,47.0,50.0,70.36293366186224,2529
277,22:50:35,52.0,48.0,49.0,72.54672194228996,2525
278,22:50:40,51.0,49.0,50.0,67.88429279189404,2525
279,22:50:45,69.0,60.0,69.0,70.97280240864902,2524
280,22:50:50,53.0,51.0,53.0,72.29494126701103,2525
281,22:50:55,52.0,48.0,51.0,72.64648409664578,2524
282,22:51:00,51.0,48.0,50.0,72.7766499551862,2525
283,22:51:05,52.0,47.0,51.0,73.54064859124226,2525
284,22:51:10,52.0,50.0,52.0,73.2039909084479,2519
285,22:51:15,50.0,48.0,48.0,71.57264215579153,2524
286,22:51:20,50.0,46.0,49.0,70.00642911661404,2525
287,22:51:25,50.0,48.0,49.0,69.89283749959093,2524
288,22:51:30,50.0,47.0,49.0,69.4419547892696,2525
289,22:51:35,51.0,46.0,49.0,67.92483106414019,2524
290,22:51:40,51.0,48.0,50.0,69.75306491507548,2525
291,22:51:45,50.0,46.0,49.0,70.17744995265257,2525
292,22:51:50,50.0,46.0,48.0,68.89743289279633,2519
293,22:51:55,50.0,46.0,47.0,68.86175076774632,2519
294,22:52:00,49.0,47.0,48.0,69.48027612475231,2525
295,22:52:05,50.0,48.0,48.0,72.84843647895546,2521
296,22:52:10,51.0,48.0,50.0,73.10824035394978,2525
297,22:52:15,50.0,47.0,49.0,73.45007088919222,2525
298,22:52:20,51.0,46.0,49.0,71.07530934185482,2521
299,22:52:25,51.0,48.0,49.0,71.22268285241641,2519
300,22:52:30,51.0,48.0,51.0,68.44623347722309,2525
301,22:52:35,50.0,46.0,48.0,69.78716351386589,2525
302,22:52:40,49.0,46.0,49.0,70.45942319528152,2524
303,22:52:45,50.0,46.0,48.0,70.18325621560449,2524
304,22:52:50,50.0,46.0,48.0,70.10861934456793,2521
305,22:52:55,49.0,46.0,47.0,70.46026774261998,2519
306,22:53:00,49.0,45.0,47.0,71.13273856087022,2521
307,22:53:05,49.0,45.0,48.0,69.98520986473518,2521
308,22:53:10,47.0,44.0,48.0,70.06100798836214,2519
309,22:53:15,49.0,45.0,47.0,69.01925884636945,2521
310,22:53:20,48.0,45.0,46.0,68.99191662628675,2521
311,22:53:25,48.0,44.0,47.0,69.72646167391395,2516
312,22:53:30,49.0,45.0,47.0,67.64781953712472,2519
313,22:53:35,51.0,47.0,48.0,68.41340169944039,2519
314,22:53:40,53.0,52.0,53.0,68.5311104847385,2521
315,22:53:45,50.0,46.0,49.0,68.76019395029627,2519
316,22:53:50,49.0,46.0,49.0,67.47869893259772,2519
317,22:53:55,49.0,46.0,48.0,67.94562804234982,2515
318,22:54:00,49.0,46.0,49.0,67.9384493899729,2519
319,22:54:05,49.0,44.0,47.0,66.80147753556864,2510
320,22:54:10,48.0,44.0,46.0,66.91274664741098,2519
321,22:54:15,48.0,45.0,48.0,67.20485445810148,2521
322,22:54:20,56.0,55.0,56.0,67.36563515766116,2519
323,22:54:25,47.0,44.0,46.0,68.00780784014408,2521
324,22:54:30,48.0,45.0,47.0,67.8755306132575,2515
325,22:54:35,49.0,45.0,47.0,67.45325694402658,0
326,22:54:41,49.0,44.0,48.0,69.24992583818684,0
327,22:54:46,50.0,48.0,50.0,69.15195834692527,0
328,22:54:51,50.0,47.0,49.0,68.94008253338865,0
329,22:54:56,52.0,47.0,52.0,68.62052693419815,0
330,22:55:01,52.0,46.0,50.0,68.70835985739818,0
331,22:55:06,52.0,48.0,49.0,68.28608618816726,0
332,22:55:11,52.0,48.0,50.0,68.34721030178844,0
333,22:55:16,52.0,47.0,50.0,68.57829956727505,0
334,22:55:21,52.0,48.0,51.0,68.21028806454031,0
335,22:55:26,53.0,49.0,52.0,68.01783683978832,0
336,22:55:31,52.0,47.0,51.0,67.77017333278437,0
337,22:55:36,53.0,49.0,52.0,68.647235743777,0
338,22:55:41,57.0,54.0,56.0,69.57750463709273,0
339,22:55:46,57.0,55.0,56.0,70.05762979900828,0
340,22:55:51,54.0,50.0,53.0,69.70186423268123,0
341,22:55:56,55.0,52.0,54.0,70.77496719461432,0
342,22:56:01,55.0,48.0,53.0,69.61614267782736,0
343,22:56:06,55.0,52.0,54.0,70.20225853071989,0
344,22:56:11,56.0,51.0,54.0,69.253409595958,0
345,22:56:16,57.0,52.0,55.0,70.50312852004691,0
346,22:56:21,56.0,51.0,54.0,69.85768321662745,0
347,22:56:26,59.0,59.0,59.0,70.45720625851806,0
348,22:56:31,56.0,52.0,54.0,70.89320382199898,0
349,22:56:36,56.0,52.0,55.0,69.81598369179089,0
350,22:56:41,69.0,69.0,68.0,69.70893731664086,0
351,22:56:46,58.0,54.0,56.0,70.03250451568906,0
352,22:56:51,56.0,53.0,55.0,70.38341393481994,0
353,22:56:56,56.0,53.0,56.0,70.93152515748169,0
354,22:57:01,56.0,54.0,56.0,71.30523735475106,0
355,22:57:06,57.0,53.0,56.0,71.16198101246447,0
356,22:57:11,56.0,53.0,55.0,71.10835225647213,0
357,22:57:16,56.0,53.0,56.0,70.50376193055077,0
358,22:57:21,57.0,52.0,55.0,70.72809481732969,0
359,22:57:26,57.0,54.0,54.0,70.05488502015828,0
360,22:57:31,57.0,55.0,56.0,70.65789181982005,0
361,22:57:36,71.0,71.0,65.0,71.82685090466856,0
362,22:57:41,57.0,54.0,54.0,70.61207512670849,0
363,22:57:46,57.0,53.0,55.0,70.12149869147947,0
364,22:57:51,57.0,53.0,56.0,70.65388021996236,0
365,22:57:56,56.0,53.0,55.0,70.51864707739115,0
366,22:58:01,58.0,52.0,55.0,70.8580495390355,0
367,22:58:06,56.0,53.0,56.0,70.45403920599882,0
368,22:58:11,57.0,53.0,55.0,70.73611801704507,0
369,22:58:16,56.0,54.0,55.0,70.65936977766236,0
370,22:58:21,57.0,53.0,55.0,70.88634187487398,0
371,22:58:26,71.0,71.0,70.0,70.44897192196805,0
372,22:58:31,58.0,54.0,57.0,69.80088740811588,0
373,22:58:36,57.0,55.0,57.0,69.82738508086013,0
374,22:58:41,58.0,55.0,57.0,70.4168791231065,0
375,22:58:46,59.0,58.0,58.0,69.24348616473107,0
376,22:58:51,58.0,55.0,57.0,69.89347091009478,0
377,22:58:56,58.0,54.0,56.0,69.96061242350248,0
378,22:59:01,57.0,54.0,57.0,69.30492698360416,0
379,22:59:06,57.0,54.0,56.0,69.63873431913122,0
380,22:59:11,58.0,54.0,56.0,69.81630039704282,0
381,22:59:16,61.0,61.0,61.0,70.23456246641605,0
382,22:59:21,60.0,57.0,59.0,70.09405090297946,0
383,22:59:26,58.0,54.0,55.0,69.85050456425051,0
384,22:59:31,57.0,53.0,56.0,69.83255793330821,0
385,22:59:36,59.0,58.0,59.0,70.337808378543,0
386,22:59:41,57.0,53.0,56.0,70.2640160548449,0
387,22:59:46,58.0,53.0,56.0,69.78695237703127,0
388,22:59:51,58.0,53.0,55.0,70.57808209633541,0
389,22:59:56,58.0,55.0,57.0,70.88845324322014,0
390,23:00:01,58.0,54.0,57.0,71.2731445558895,0
391,23:00:06,57.0,55.0,57.0,70.2242167615199,0
392,23:00:11,58.0,53.0,56.0,69.63662295078507,0
393,23:00:16,60.0,56.0,59.0,71.52735330476652,0
394,23:00:21,58.0,54.0,57.0,71.1966074533414,0
395,23:00:26,58.0,55.0,57.0,71.22690558910872,0
396,23:00:31,58.0,55.0,57.0,71.148784960301,0
397,23:00:36,59.0,55.0,57.0,70.18125041567563,0
398,23:00:41,58.0,55.0,55.0,70.40019931317188,0
399,23:00:46,58.0,55.0,55.0,70.0004117168275,0
400,23:00:51,58.0,55.0,57.0,69.10941427475025,0
401,23:00:56,57.0,54.0,56.0,69.64359046632737,0
402,23:01:01,58.0,55.0,56.0,69.28054067920608,0
403,23:01:06,59.0,55.0,57.0,70.12276551248716,0
404,23:01:11,58.0,54.0,57.0,70.08444417700446,0
405,23:01:16,59.0,56.0,57.0,72.42922429382646,0
406,23:01:21,67.0,67.0,57.0,73.18826121426905,0
407,23:01:26,59.0,56.0,57.0,73.9305127563597,0
408,23:01:31,58.0,55.0,56.0,72.66538084334385,0
409,23:01:36,58.0,53.0,56.0,72.40357116842068,0
410,23:01:41,57.0,54.0,57.0,72.69525670544195,0
411,23:01:46,58.0,55.0,57.0,74.60572835345995,0
412,23:01:51,58.0,55.0,57.0,73.88142344231161,0
413,23:01:56,57.0,55.0,57.0,73.88057889497316,0
414,23:02:01,58.0,54.0,56.0,75.30944742323328,0
415,23:02:06,58.0,53.0,56.0,74.45592676930028,0
416,23:02:11,58.0,53.0,56.0,74.72206474933307,0
417,23:02:16,58.0,54.0,56.0,71.54192174635499,0
418,23:02:21,58.0,54.0,55.0,72.5991894456919,0
419,23:02:26,58.0,54.0,56.0,72.51473471184573,0
420,23:02:31,57.0,54.0,56.0,71.41439509824724,0
421,23:02:36,58.0,54.0,56.0,71.1596585072837,0
422,23:02:41,58.0,55.0,57.0,71.15406338116638,0
423,23:02:46,58.0,55.0,58.0,71.83223489395124,0
424,23:02:51,58.0,56.0,56.0,71.52967580994729,0
425,23:02:56,58.0,54.0,58.0,71.343980963903,0
426,23:03:01,58.0,55.0,57.0,72.46712335563994,0
427,23:03:06,58.0,55.0,57.0,72.26063153138603,0
428,23:03:11,57.0,54.0,57.0,71.6787384151858,0
429,23:03:16,59.0,55.0,58.0,73.02241323067861,0
430,23:03:21,58.0,55.0,57.0,72.88242950932855,0
431,23:03:26,59.0,55.0,57.0,72.3860468111476,0
432,23:03:31,57.0,54.0,56.0,71.82484510473971,0
433,23:03:36,63.0,64.0,63.0,72.91346662401702,0
434,23:03:41,73.0,72.0,73.0,72.63455486549,0
435,23:03:46,59.0,56.0,57.0,72.4148669890726,0
436,23:03:51,59.0,54.0,57.0,71.68253887820889,0
437,23:03:56,58.0,54.0,57.0,71.66976509971465,0
438,23:04:01,59.0,55.0,56.0,71.47974194856073,0
439,23:04:06,58.0,55.0,57.0,71.64031151128579,0
440,23:04:12,58.0,55.0,57.0,71.37459580492224,0
441,23:04:17,58.0,54.0,56.0,72.24574638454563,0
442,23:04:22,58.0,53.0,56.0,71.24738586206641,0
443,23:04:27,58.0,54.0,57.0,72.42415700979569,0
444,23:04:32,57.0,54.0,56.0,71.58668275529347,0
445,23:04:37,57.0,54.0,57.0,71.86327200863971,0
446,23:04:42,58.0,53.0,57.0,71.52291943123959,0
447,23:04:47,58.0,53.0,57.0,71.39518164629723,0
448,23:04:52,58.0,54.0,57.0,71.45007722329726,0
449,23:04:57,58.0,54.0,57.0,72.51262334349957,0
450,23:05:02,58.0,54.0,57.0,71.84764788287818,0
451,23:05:07,58.0,54.0,56.0,71.8658056506551,0
452,23:05:12,58.0,53.0,57.0,72.43756419879378,0
453,23:05:17,60.0,55.0,57.0,72.81222651181892,0
454,23:05:22,59.0,54.0,56.0,73.3843017652095,0
455,23:05:27,60.0,56.0,57.0,73.10739580661132,0
456,23:05:32,59.0,55.0,57.0,73.01470673621515,0
457,23:05:37,59.0,55.0,57.0,73.92206728297509,0
458,23:05:42,67.0,66.0,68.0,74.03386423690398,0
459,23:05:47,88.0,86.0,82.0,74.31900453205216,0
460,23:05:52,59.0,54.0,58.0,74.4192945284945,0
461,23:05:57,58.0,55.0,57.0,73.31346535719602,0
462,23:06:02,59.0,55.0,58.0,73.80150815040966,0
